SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
ARCHIES,EQ,83.15,84,82,82.65,82.05,83.05,8489,704645.45,9-OCT-2004,
ARHAMFISCL,EQ,8.45,9.95,8.45,9.45,9.5,8.5,126854,1205517.4,9-OCT-2004,
ARL,EQ,1.75,1.8,1.7,1.8,1.8,1.7,808372,1423648.45,9-OCT-2004,
ARSBONDS,N1,104.33,104.48,104.12,104.27,104.3,104.22,28215,2941034.17,9-OCT-2004,
ARVINDMILL,EQ,84.25,85.95,83,85.3,85,84.1,919938,78240845.5,9-OCT-2004,
ASAHIINDIA,EQ,124,124,122.75,123,122.9,123.4,19682,2427326.65,9-OCT-2004,
ASAL,EQ,70,73.85,70,72,72,70.75,4283,308108.5,9-OCT-2004,
ASHAPURMIN,EQ,162,162,158,158.6,158,160.6,1894,301124.3,9-OCT-2004,
ASHIMASYN,EQ,21.75,23,21.4,22.55,22.4,21.4,410944,9249158.8,9-OCT-2004,
ASHOKLEY,EQ,20.7,20.7,20.15,20.25,20.25,20.55,1442636,29315824.7,9-OCT-2004,
ASIANELEC,EQ,80,80.8,78.6,79.3,78.6,79.3,6535,519848.3,9-OCT-2004,
ASIANHOTEL,EQ,216.9,223,216.9,221.1,223,218.45,480,105572.6,9-OCT-2004,
ASIANPAINT,EQ,312.8,312.8,309,309.95,310.45,306.2,14814,4590751.05,9-OCT-2004,
ASTRAIDL,EQ,1289,1297,1275,1277.2,1275,1259.75,30,38416,9-OCT-2004,
ATCOM,EQ,8.1,9.4,8.1,9.05,9.05,8,74774,674428.35,9-OCT-2004,
ATFL,BE,66,66,64.5,65.35,65.25,65.25,6244,407058.1,9-OCT-2004,
ATLASCYCLE,BE,97.7,97.95,96.05,96.75,97.5,95.6,619,59930.2,9-OCT-2004,
ATNINT,EQ,2.9,3.25,2.75,3.2,3.25,2.7,268735,829103.5,9-OCT-2004,
ATULPROD,EQ,54,54.5,53.15,53.75,53.45,53.35,31076,1674425.65,9-OCT-2004,
AUROPHARMA,EQ,375.15,379,372.2,373.4,372.2,377.8,25580,9605161.85,9-OCT-2004,
AUTOAXLES,EQ,226.55,233,225,229.8,230,224.2,15076,3461669.3,9-OCT-2004,
AUTORIDFIN,EQ,1.65,1.75,1.65,1.75,1.75,1.6,5150,8872.5,9-OCT-2004,
AVENTIS,EQ,843.5,846.95,828,836.45,839,838.65,1573,1321580.8,9-OCT-2004,
AZTEC,EQ,57.9,58,56.6,57.35,57.2,56.7,50476,2884196.5,9-OCT-2004,
BAGFILMS,EQ,10.15,10.8,10.15,10.5,10.5,10.2,207229,2172950.15,9-OCT-2004,
BAGYAMETAL,EQ,81.4,81.4,81.4,81.4,81.4,79.8,202,16442.8,9-OCT-2004,
BAJAJAUTO,EQ,1032.85,1032.85,1016,1017.9,1016.6,1020.4,10945,11183741.75,9-OCT-2004,
BAJAJHIND,EQ,79.7,79.75,77.5,78,77.85,78.1,46226,3634049.5,9-OCT-2004,
BAJAJPLAST,EQ,3.6,3.8,3.6,3.8,3.8,3.6,701,2663.6,9-OCT-2004,
BAJAUTOFIN,EQ,113.6,115.3,113,114.75,114.2,114.85,8736,999299,9-OCT-2004,
BALAJITELE,EQ,99.25,99.7,97,98.4,98.75,98.9,116274,11447891.65,9-OCT-2004,
BALASPONGE,EQ,24.25,24.3,23.55,23.95,24,23.85,70052,1679859.95,9-OCT-2004,
BALMLAWRIE,EQ,133.7,143.3,133,142.1,141.5,134.15,22954,3185386.45,9-OCT-2004,
BALRAMCHIN,EQ,402,402,394.1,395.1,394.1,397.5,17549,6948639.15,9-OCT-2004,
BANARISUG,EQ,365,365,357.5,360.85,357.5,361.3,310,111845.5,9-OCT-2004,
BANKBARODA,EQ,173.6,174.5,172.25,172.85,172.5,173.25,62552,10838199.75,9-OCT-2004,
BANKINDIA,EQ,58,58,57,57.25,57.05,57.65,203174,11655789.85,9-OCT-2004,
BANKPUNJAB,EQ,19.5,20.6,19.1,20.3,20.5,19.1,981105,19685505.1,9-OCT-2004,
BANKRAJAS,EQ,45.35,47.95,45,47.65,47.6,45.25,1500421,70606363.2,9-OCT-2004,
BASF,EQ,140.5,143,139.7,142,142,139.1,12143,1718484,9-OCT-2004,
BATAINDIA,EQ,74.9,75.7,74.05,74.45,74.4,74.8,36174,2702913.25,9-OCT-2004,
BBTC,EQ,83,84.35,83,84.35,84.35,84.25,1025,85608.75,9-OCT-2004,
BEL,EQ,551,569,550,563.15,561,554.85,14557,8208090.1,9-OCT-2004,
BELCERAMIC,EQ,22,22.4,21.5,21.6,21.75,21.35,148301,3223194,9-OCT-2004,
BEML,EQ,239,239,236.1,237.1,236.15,238.6,39847,9460768.95,9-OCT-2004,
BERGEPAINT,EQ,33.5,34.2,33.4,34,33.9,33.5,114594,3877303.7,9-OCT-2004,
BGFL,EQ,45.5,47.5,45.5,47,46.95,46.05,6947,323271.95,9-OCT-2004,
BHARATFORG,EQ,820,835,820,829.65,833,829,2218,1845291.05,9-OCT-2004,
BHARATGEAR,BE,57.5,59,56.95,58.55,58.2,56.95,73800,4308964.1,9-OCT-2004,
BHARATRAS,BE,35.25,35.4,35.25,35.4,35.4,34.15,200,7062.5,9-OCT-2004,
BHARTI,EQ,156,156.5,152.25,153.9,153.95,157.3,401281,61914140.2,9-OCT-2004,
BHEL,EQ,629,629.8,621.15,623.25,622.5,623.4,66382,41481304.4,9-OCT-2004,
BHUSANSTL,EQ,118.45,127.3,115.2,127.3,127.3,115.7,350443,43502554.3,9-OCT-2004,
BIL,EQ,44.1,44.7,43.95,44.2,44.3,44.95,17716,784819.6,9-OCT-2004,
BILT,EQ,82.2,85,82.2,84.65,84.95,83.2,245928,20648763.7,9-OCT-2004,
BINDALAGRO,BE,5.45,5.7,5.4,5.65,5.55,5.4,60215,334776.3,9-OCT-2004,
BIOCON,EQ,540.75,543,538,539.45,540.9,539.25,103056,55672879.7,9-OCT-2004,
BIRLAERIC,EQ,20.5,22.3,20.35,22.3,22.3,20.25,144473,3180873.15,9-OCT-2004,
BIRLAJUTE,EQ,147.2,151.5,143.6,146.05,146,145.2,190242,28268083.2,9-OCT-2004,
BLBLIMITED,EQ,5.85,5.85,5.75,5.8,5.75,6,4,23.2,9-OCT-2004,
BLUECHIP,EQ,5.05,5.2,5.05,5.15,5.05,5.1,4500,22975,9-OCT-2004,
BLUEDART,EQ,203,212,203,211.2,211.65,207.65,5631,1185520.55,9-OCT-2004,
BLUESTARCO,EQ,218,219,215.05,218.1,218,215.8,2470,539284.75,9-OCT-2004,
BLUESTINFO,EQ,191,192.95,190,190.6,190.8,190.8,4853,925544.6,9-OCT-2004,
BOMDYEING,EQ,179.75,181.25,177.1,180.3,179.1,178.85,39143,7020680.85,9-OCT-2004,
BONGAIREFN,EQ,85.1,86,84.55,85.1,85,85.7,190546,16235910.2,9-OCT-2004,
BPCL,EQ,345.2,352.5,344,350.5,351.25,345.1,161413,56350626.7,9-OCT-2004,
BPL,EQ,44.5,46.6,44.2,44.85,44.5,43.95,419675,19109169.55,9-OCT-2004,
BPLENGG,EQ,5.35,5.85,5.3,5.75,5.6,5.65,48140,275954.75,9-OCT-2004,
BPLREFRIG,BE,1.95,2.05,1.95,1.95,1.95,1.95,2500,5005,9-OCT-2004,
BPLSANTECH,EQ,2,2,2,2,2,1.8,600,1200,9-OCT-2004,
BPLSANUTIL,EQ,2.1,2.55,2.1,2.5,2.5,2.3,15073,37520.7,9-OCT-2004,
BRITANNIA,EQ,652,654.8,645,646.55,649.9,651.2,1035,670494.65,9-OCT-2004,
BSELINFRA,EQ,24.5,24.5,22.5,22.65,22.9,23.5,8322,191354.25,9-OCT-2004,
BSL,EQ,36.1,42,36.1,40,40,40,1315,52481.8,9-OCT-2004,
CADILAHC,EQ,522,528,518,519.05,519,524.2,9997,5204014.4,9-OCT-2004,
CALSOFT,BE,26.85,26.9,26.85,26.9,26.9,25.6,200,5375,9-OCT-2004,
CANBK,EQ,157.8,158.3,155.7,156.65,156.5,157.5,151549,23802611.35,9-OCT-2004,
CANFINHOME,EQ,36.85,38.6,36.5,38.25,38.25,36.4,69728,2624497.5,9-OCT-2004,
CARBORUNIV,EQ,81.05,81.95,78.5,78.95,79.8,78.25,13246,1057625.65,9-OCT-2004,
CAROLINFO,BE,28.05,28.05,27.05,27.35,27.65,28.15,52914,1457725.5,9-OCT-2004,
CCL,EQ,152.6,152.6,152.6,152.6,152.6,145.3,7825,1194095,9-OCT-2004,
CEAT,EQ,42.2,44.5,42.2,43.85,44,42.75,142504,6257162.05,9-OCT-2004,
CENBNK,EQ,8.4,8.6,8.3,8.45,8.45,8.35,853197,7236673.55,9-OCT-2004,
CENTENKA,EQ,147.6,148.8,145.35,147.45,148.5,146.1,144025,21193138.9,9-OCT-2004,
CENTEXT,EQ,5.4,5.4,4.3,4.5,4.5,4.5,26001,118507.9,9-OCT-2004,
CENTURYTEX,EQ,150,159.35,149.8,158.8,158.75,158.6,159360,25206418.8,9-OCT-2004,
CESC,EQ,130,130,128.1,129.6,129.65,129.15,49611,6416222.8,9-OCT-2004,
CGIGARSH,EQ,98,100,98,98.4,98.1,97.45,2357,233737.75,9-OCT-2004,
CHAMBLFERT,EQ,21,21.5,21,21.35,21.4,21.05,401099,8519654.2,9-OCT-2004,
CHAMPDANY,EQ,46.5,46.95,44.5,46.95,46.95,45.45,301,13791.5,9-OCT-2004,
CHEMPLAST,EQ,29.25,34.4,29.25,33.7,33.9,30.45,34063,1106791.45,9-OCT-2004,
CHENNPETRO,EQ,201.7,201.75,197,197.6,197.5,199.3,115528,22984949.2,9-OCT-2004,
CHESLINTEX,EQ,23.8,24.05,23.7,23.85,23.9,23.8,5908,141272.15,9-OCT-2004,
CHLORIDIND,EQ,154.5,158.85,153.55,154.1,154.65,155.45,1761,271963.8,9-OCT-2004,
CHOLAINV,EQ,64.35,64.35,62.45,63.25,63.1,62.85,10660,671824.2,9-OCT-2004,
CIMCOBIRLA,BE,4.3,4.7,4.3,4.7,4.7,4.45,7906,35670.6,9-OCT-2004,
CINEVISTA,EQ,35.2,37,35.2,36.15,35.95,35.2,8367,304657.1,9-OCT-2004,
CIPL,EQ,7.45,7.85,7.4,7.8,7.8,7.3,51560,392324.1,9-OCT-2004,
CIPLA,EQ,293,293,288.2,289.65,289.05,290.35,72212,20988451.75,9-OCT-2004,
CLARIANT,EQ,216.25,220.25,214.5,218.4,219.55,213.3,5062,1095639.75,9-OCT-2004,
CLASSIC,EQ,92.8,93.7,92.05,93.35,93.7,92.4,4146,385841.2,9-OCT-2004,
CMC,EQ,709,710,702.5,707.35,710,702.85,6158,4348973.6,9-OCT-2004,
COCHINREFN,EQ,194.95,195,193.05,194.45,194.05,194.2,40108,7780895.9,9-OCT-2004,
COLGATE,EQ,152.45,152.45,150.5,150.85,150.6,152.35,25253,3819261.8,9-OCT-2004,
COLORCHEM,EQ,260,264.4,260,263.55,263,261.1,4286,1128908.35,9-OCT-2004,
COMPUDYNE,BE,9,10.5,9,10.35,10.2,9.15,22012,221937,9-OCT-2004,
COMPUTECH,EQ,9.55,10.9,9.05,10.55,10.5,9.2,455501,4714207.7,9-OCT-2004,
CONCOR,EQ,722,725,720,720.95,722,720.1,170,122764,9-OCT-2004,
CONSCOFFEE,EQ,172,175.65,171,173.15,172.05,171.75,4319,743630.25,9-OCT-2004,
COREPARENT,BE,6.35,6.35,6.1,6.35,6.35,6.05,2600,16360,9-OCT-2004,
COROMNFERT,EQ,153,160,153,157.15,158,159.8,2415,381774.75,9-OCT-2004,
CORPBANK,EQ,276,277.75,273.1,273.25,273.25,274.45,9299,2554900.4,9-OCT-2004,
COSMOFILMS,EQ,68.6,68.6,64.1,66,66.15,69.15,154483,10200396.95,9-OCT-2004,
CREATIVEYE,EQ,14.9,15.75,14.05,14.95,14.9,13.35,577616,8621202.65,9-OCT-2004,
CRESTCOMM,EQ,74,78,73.4,74.25,74,72.85,284307,21451234,9-OCT-2004,
CREWBOS,EQ,53.8,53.85,53.05,53.2,53.35,53.55,94096,5026397.4,9-OCT-2004,
CRISIL,EQ,460.05,492,460.05,482.6,485,471.5,22,10682.3,9-OCT-2004,
CROMPGREAV,EQ,241,242.1,238.6,239.45,240,238.8,8634,2075106.35,9-OCT-2004,
CUB,EQ,65.9,65.95,65.3,65.95,65.95,65.5,7660,502710,9-OCT-2004,
CYBERTECH,EQ,6.6,8.2,6.6,7.65,7.85,6.8,29409,219542.7,9-OCT-2004,
D-LINK,EQ,123.8,126.6,123,125.25,125,123,373079,46725326.1,9-OCT-2004,
DABUR,EQ,74,75,73.5,74.65,74.2,74.2,67990,5047554.6,9-OCT-2004,
DABURPHARM,EQ,38,39,37.55,38.5,38.7,37.6,331033,12702187.85,9-OCT-2004,
DALMIACEM,EQ,304.4,304.4,297.1,299.1,302,303,1197,359471.5,9-OCT-2004,
DATATECH,EQ,145.85,146.4,142.3,143.6,143.55,142.85,22451,3248698.35,9-OCT-2004,
DCM,BE,32.95,34.65,32.85,34.65,34.65,31.5,60089,2045905.9,9-OCT-2004,
DCMFINSERV,EQ,2.3,2.45,2.2,2.4,2.45,2.3,18113,43537.3,9-OCT-2004,
DCMSRMCONS,EQ,240,242.7,235.4,240.75,241.5,238,594,142823.55,9-OCT-2004,
DCW,EQ,30.95,31.3,30.5,30.85,30.85,30.65,141082,4366148.45,9-OCT-2004,
DEEPAKFERT,EQ,43.1,43.3,41.5,42.15,42.1,42.8,133295,5636673.75,9-OCT-2004,
DENABANK,EQ,24.8,25.45,24.8,25.25,25.3,25.3,90586,2290748,9-OCT-2004,
DEWANHOUS,EQ,32.8,32.8,31.5,31.95,31.75,31.85,7524,241416.9,9-OCT-2004,
DGPWINDSOR,EQ,6.6,7.1,6.6,7.1,7.1,6.75,2902,20503.2,9-OCT-2004,
DHAMPURSUG,EQ,47.3,47.5,46.6,47.25,47.25,46.85,113063,5326607.15,9-OCT-2004,
DHANBANK,EQ,21,21,20.4,20.6,20.6,20.8,7382,152496,9-OCT-2004,
DHARSUGAR,EQ,13,13,12.4,12.55,12.55,12.35,4026,50952.3,9-OCT-2004,
DICIND,EQ,137.15,147,137.15,145.6,145,143.95,1328,193002.05,9-OCT-2004,
DISHMAN,EQ,515.5,523,512,514.25,515.5,512.85,2215,1142196.8,9-OCT-2004,
DIVISLAB,EQ,1330,1348,1325,1336,1343,1334.7,8210,10984356.6,9-OCT-2004,
DREDGECORP,EQ,428,430,425.25,428.5,427.65,426.7,2279,975112.35,9-OCT-2004,
DRREDDY,EQ,775,777.4,765,772.3,768.1,768.1,92603,71575899.7,9-OCT-2004,
DSKULKARNI,EQ,10,10.5,10,10.5,10.5,10,6000,62500,9-OCT-2004,
DUNCANSIND,BE,14.6,15.25,13.7,15,14.9,14.05,23825,351566.85,9-OCT-2004,
DYNACONS,EQ,0.25,0.25,0.25,0.25,0.25,0.25,2002,500.5,9-OCT-2004,
E-SERVEINT,EQ,933.05,939.95,933.05,935.25,935.25,936.9,1943,1817379.4,9-OCT-2004,
EASTSILK,EQ,118.5,123.8,118.25,122.85,123.35,118,49799,6098067.7,9-OCT-2004,
EASUNREYRL,BE,104,115.6,104,110.55,110.55,106.05,11050,1177653.85,9-OCT-2004,
EICHERMOT,EQ,202.1,204,200,201.1,201.5,203.35,4999,1003837.85,9-OCT-2004,
EIDPARRY,EQ,330.1,336,329,332.15,332.9,329.25,7205,2392623.05,9-OCT-2004,
EIHOTEL,EQ,259.6,264.95,257.2,262.2,262.8,260.1,3889,1021297.15,9-OCT-2004,
EIMCOELECO,EQ,183.5,185,183,183.15,183,183.4,1325,243875,9-OCT-2004,
ELDERPHARM,EQ,152,155.9,150.5,154,154.5,150.65,162890,25075564.2,9-OCT-2004,
ELECTCAST,EQ,325.5,339.7,325.5,334.75,334.5,322.55,25023,8411471.6,9-OCT-2004,
ELGIEQUIP,EQ,48.65,51.9,48.55,50.75,50.8,48.6,78770,3968900.5,9-OCT-2004,
ELGITYRE,EQ,39.5,40,38.6,39.15,39.1,39.5,14031,550274.15,9-OCT-2004,
EMERCK,EQ,451,451,443,445.05,445,445.3,8900,3960292.05,9-OCT-2004,
ENGINERSIN,EQ,294.9,304.7,291.3,300.6,300,294.95,19598,5880157.35,9-OCT-2004,
ESABINDIA,EQ,95.5,103.75,94.1,100.2,98.5,93.6,57933,5824256.25,9-OCT-2004,
ESCORTS,EQ,68.9,69.85,68.25,68.65,68.8,69.45,123872,8518379.2,9-OCT-2004,
ESSARGUJ,EQ,30,31.85,29.6,31.45,31.35,29.65,9357305,289650884.25,9-OCT-2004,
ESSAROIL,EQ,21.9,21.9,21.5,21.75,21.8,21.7,516918,11216507.5,9-OCT-2004,
ESSELPACK,EQ,214.3,216.95,213,214.45,213,213.7,3106,667271.7,9-OCT-2004,
ETCNETWORK,EQ,39.3,42.4,38.6,41.7,41.35,38.75,300389,12444517.1,9-OCT-2004,
ETERNEVRST,EQ,104.9,111,104,108.95,109,103.9,41695,4487468.4,9-OCT-2004,
EUROTEXIND,EQ,38.4,39,37.5,38.65,39,37.35,24520,941484.25,9-OCT-2004,
EXCELCROP,EQ,153.8,155.5,151,154.1,153.45,153.25,54162,8327981.65,9-OCT-2004,
EXCELINDUS,EQ,67.5,69.9,66.05,66.6,66.55,65.7,56321,3825449.6,9-OCT-2004,
FACT,EQ,30.5,30.8,30.2,30.55,30.75,30.55,5703,174204.25,9-OCT-2004,
FAGBEARING,EQ,141.9,142.5,138.5,141.55,142,139.95,6555,926898.1,9-OCT-2004,
FDC,EQ,54,55.15,53.65,54.75,54.4,53.7,202728,11084817.25,9-OCT-2004,
FEDERALBNK,EQ,303.9,305.9,300.15,303.55,302.35,304.35,20669,6266599.05,9-OCT-2004,
FINCABLES,EQ,139,141.5,138.55,140.6,140.65,139.95,8586,1203474.05,9-OCT-2004,
FINPIPE,EQ,67.1,68.9,67.1,68.45,68.8,68.3,52575,3586229.1,9-OCT-2004,
FIRSTLEASE,EQ,23.75,24.3,23.75,24.2,24.3,23.9,6005,143908.75,9-OCT-2004,
FLEX,EQ,52.25,52.6,50.1,51.6,51.1,49.9,213123,10975361.3,9-OCT-2004,
FLEXCHEM,EQ,29.2,29.2,28.8,29.05,28.8,29,1150,33400,9-OCT-2004,
FLEXENGG,EQ,20.3,21,20.15,20.8,20.7,20.2,30143,626053.05,9-OCT-2004,
FOSECOIND,EQ,240,248.25,237,246.65,248.25,246.85,635,155550.8,9-OCT-2004,
FOURSOFT,EQ,38,39.95,37.95,38.65,38.45,37.7,413594,16124824.05,9-OCT-2004,
GAEL,EQ,35.5,38.8,35.5,38.2,38.15,38.05,2327,88016.25,9-OCT-2004,
GAIL,EQ,201.6,203,199.3,201.95,201.65,200.4,594632,120016404.3,9-OCT-2004,
GAMMONIND,EQ,539.95,539.95,534,534,534,526.5,14,7507.65,9-OCT-2004,
GARDENSILK,EQ,51.8,52.75,51.55,52.35,52.4,51.2,58017,3022690.65,9-OCT-2004,
GENESYS,BE,21.9,22,21.2,21.5,21.5,20.75,4348,93799.9,9-OCT-2004,
GEOMETRIC,EQ,346.4,347,336.1,339.65,340,343.9,6293,2148403.9,9-OCT-2004,
GEORGWILIM,EQ,134.5,136.5,131.9,134.4,134,132.45,21690,2922655.35,9-OCT-2004,
GESCOCORP,EQ,40,40,35,36.45,36.65,36.1,15744,567807.85,9-OCT-2004,
GESHIPPING,EQ,181.5,183.5,177.5,179.45,179,181.1,341142,61596785.7,9-OCT-2004,
GHCL,EQ,23.6,24.2,23.45,24,23.9,23.3,214140,5126104.2,9-OCT-2004,
GICHSGFIN,EQ,24.65,26,24.1,25.1,25.25,24.65,58059,1470159.1,9-OCT-2004,
GINNIFILA,EQ,12.05,14.15,12.05,14.05,14.1,13.7,21016,292725,9-OCT-2004,
GIPCL,EQ,63.1,63.45,62.75,62.95,62.8,63,80155,5053111.2,9-OCT-2004,
GKW,BE,6.05,6.85,6.05,6.65,6.6,6.5,8625,57501.25,9-OCT-2004,
GLAXO,EQ,650,650,642,648.9,650,649.85,2458,1590334.55,9-OCT-2004,
GLENMARK,EQ,301.9,304,295,298.6,298,300.95,167948,50477393.45,9-OCT-2004,
GLFL,BE,3,3,2.95,3,2.95,3.1,2700,8075,9-OCT-2004,
GLOBALTELE,EQ,107,112.5,106.5,111.7,111.8,106.65,1725823,190112731.45,9-OCT-2004,
GMBREW,EQ,9.45,9.45,9.45,9.45,9.45,9.35,1000,9450,9-OCT-2004,
GMDCLTD,EQ,258.95,259.9,256.4,257.45,257.2,256.6,14057,3631710.6,9-OCT-2004,
GNFC,EQ,59.6,61.4,59,60.95,61.05,59.45,296093,17911449.9,9-OCT-2004,
GODAVRFERT,BE,62.15,66.45,62.1,65.6,65.05,65.1,2359,154572.7,9-OCT-2004,
GODFRYPHLP,EQ,430,434.5,425.7,425.7,425.7,430,142,60945.7,9-OCT-2004,
GODREJCP,EQ,209,219,209,211.2,211.8,211.1,2077,440482.35,9-OCT-2004,
GODREJIND,EQ,80.5,86.5,78.4,84.4,84.15,79.45,244227,20494020.35,9-OCT-2004,
GOETZEIND,EQ,113.9,120,108.65,117.2,117.5,109.25,169068,19611277.85,9-OCT-2004,
GOLDTECH,EQ,30.5,30.5,25.9,28.6,28.35,25.9,317556,8895342.9,9-OCT-2004,
GOLDTELE,EQ,5.45,6.25,5.35,6,6.05,5.3,114269,676705.5,9-OCT-2004,
GOODLASNER,EQ,287,287,278,280.4,280,282.15,4360,1224592.4,9-OCT-2004,
GPELECT,BE,13.5,14.1,13.5,13.8,14.1,13.9,640,8714,9-OCT-2004,
GRANDFONRY,EQ,2.35,2.4,2.35,2.4,2.35,2.45,7104,16759.65,9-OCT-2004,
GRAPHITE,EQ,100,100,98.5,98.9,98.8,98.9,12420,1229527.75,9-OCT-2004,
GRASIM,EQ,1173,1180,1165.25,1173.15,1169.65,1175.3,51058,60020649.85,9-OCT-2004,
GREAVESCOT,EQ,82.1,84.35,82.1,83.35,84,82,9902,826278.9,9-OCT-2004,
GRUH,EQ,30.5,30.6,29.85,30,30.4,29.85,36678,1104649.7,9-OCT-2004,
GSFC,EQ,79,79.5,77,77.9,78.2,78.7,120821,9438323.3,9-OCT-2004,
GSKCONS,EQ,263,265.7,258,264.35,264,263.3,3791,998466.7,9-OCT-2004,
GTCIND,EQ,20.6,21.75,20.1,21.2,21.25,20.55,31133,656014.85,9-OCT-2004,
GTNTEXT,EQ,55.45,56,53.05,55.5,55.5,54.85,18095,987235.1,9-OCT-2004,
GUJALKALI,EQ,73.9,76,72.9,75.2,75.75,73.75,602115,44737861,9-OCT-2004,
GUJAMBCEM,EQ,359.9,360,356.5,357.75,357.4,358.8,84584,30282316.55,9-OCT-2004,
GUJFLUORO,EQ,240,245,218.1,226.45,223,228.6,72743,16641599.55,9-OCT-2004,
GUJNRECOKE,EQ,98,102.25,98,101.45,101,98.95,337921,33969046.85,9-OCT-2004,
GUJRATGAS,EQ,477,480,471.05,475.55,475.5,476.35,866,410768.25,9-OCT-2004,
GUJSIDHCEM,EQ,7.2,7.3,6.95,7.1,7.15,7,280620,1985780.05,9-OCT-2004,
HARRMALAYA,EQ,43.85,45,43.15,43.95,43.55,43.4,23672,1042361.95,9-OCT-2004,
HARYANSHET,EQ,6.95,7.45,6.95,7.2,7.45,6.95,9835,69636,9-OCT-2004,
HAVELLS,EQ,170.85,172.5,169,171.85,172.5,169.5,28534,4869856.05,9-OCT-2004,
HBSTOCK,BE,4.35,4.4,3.95,4.4,4.4,4,2721,11673.85,9-OCT-2004,
