SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,
AMAR,EQ,40.9,42,40.85,41.55,41.35,40.65,47922,1985129.6,17-OCT-2009,
AMARAJABAT,EQ,155.4,159,154.5,156.5,157.2,154.15,67616,10588141,17-OCT-2009,
AMBIKCO,EQ,106.15,110.95,106.15,107.55,107.1,108.05,548,58941.1,17-OCT-2009,
AMBUJACEM,EQ,92,92.8,91.5,92.4,92.6,91.15,533894,49205721,17-OCT-2009,
AMDIND,EQ,28.8,28.8,27.55,27.9,28.15,27.5,2602,73653.5,17-OCT-2009,
AMTEKAUTO,EQ,211.5,216,210,214.9,215,213.85,77628,16680618.05,17-OCT-2009,
AMTEKINDIA,EQ,57.7,58,54.5,56.1,56,55.9,30474,1714404.6,17-OCT-2009,
ANANTRAJ,EQ,147.9,154.9,146,152.85,153,143.05,1479030,223909727.15,17-OCT-2009,
ANDHRABANK,EQ,115.9,116.4,114.2,115,114.6,115.2,321795,37053788.65,17-OCT-2009,
ANDHRSUGAR,EQ,131,133,129.15,131.35,131.6,129.25,19158,2510954.5,17-OCT-2009,
ANGAUTO,BE,51.4,51.95,50.05,50.4,51,51.05,2298,116231.45,17-OCT-2009,
ANIKINDS,EQ,53,53.55,52.15,52.3,52.55,54.9,6530,342928.95,17-OCT-2009,
ANKURDRUGS,EQ,209.9,216.4,206.35,211.25,209.65,206.3,62393,13296895.8,17-OCT-2009,
ANSALHSG,EQ,58.95,60.2,57.7,59.8,59.75,57.9,86033,5122078.05,17-OCT-2009,
ANSALINFRA,EQ,81.6,81.9,80.85,81.25,81,81.1,243536,19821001.85,17-OCT-2009,
ANTGRAPHIC,EQ,0.5,0.55,0.45,0.5,0.55,0.5,149636,74671.4,17-OCT-2009,
APARINDS,EQ,178,180,170,175.15,174.15,176.4,6246,1101583.55,17-OCT-2009,
APCOTEXIND,EQ,83.8,83.8,79.1,79.95,79.9,79.8,4359,353453.5,17-OCT-2009,
APIL,EQ,581,581,570.1,572.8,572,575.8,38061,21916284.95,17-OCT-2009,
APOLLOHOSP,EQ,558,560,550.25,555.5,557.9,552.6,3201,1780944.9,17-OCT-2009,
APOLLOTYRE,EQ,51.45,52.3,51,52.05,52.25,51.1,1014169,52594609,17-OCT-2009,
APPAPER,EQ,75.5,78.9,73.25,74.7,75.45,74,580,43325.5,17-OCT-2009,
APTECHT,EQ,281.7,283,276.25,278.55,277.7,279.9,395157,110681491.1,17-OCT-2009,
ARCHIDPLY,EQ,33,33.5,32.4,32.6,32.75,32.8,3408,111806.25,17-OCT-2009,
ARCHIES,BE,93,94,90.55,91.4,91.1,92.2,4179,382681.5,17-OCT-2009,
AREVAT&D,EQ,336,337.45,333,334,333.5,333.15,218028,72965238.3,17-OCT-2009,
ARIES,BE,57,58.5,57,57.6,57.6,57.5,3271,188316.1,17-OCT-2009,
ARL,EQ,2.15,2.2,2.1,2.15,2.15,2.15,227623,489007.95,17-OCT-2009,
AROGRANITE,EQ,43,44.5,43,43.9,44,43.85,844,36916.5,17-OCT-2009,
ARROWTEX,BE,9.45,9.45,8.75,8.75,8.75,9.2,1005,9493.75,17-OCT-2009,
ARVIND,EQ,40.2,40.2,39.5,39.85,39.8,39.8,1089961,43512257.85,17-OCT-2009,
ASAHIINDIA,EQ,73,74.7,72.75,73.65,74.2,72.35,192251,14192005.25,17-OCT-2009,
ASAL,EQ,50,50,50,50,50,46.5,200,10000,17-OCT-2009,
ASHAPURMIN,BE,44.9,45.75,44.9,45.2,44.9,43.6,41791,1890822.65,17-OCT-2009,
ASHCO,BE,12.05,12.2,12.05,12.15,12.1,11.6,1504,18245.1,17-OCT-2009,
ASHIMASYN,EQ,3.95,4.05,3.75,3.85,3.9,3.7,3750,14745,17-OCT-2009,
ASHOKLEY,EQ,44,44.2,43.1,43.35,43.2,43.9,464231,20228405.25,17-OCT-2009,
ASIANELEC,EQ,44.3,44.9,43.2,44.2,44,43.25,80814,3557143.35,17-OCT-2009,
ASIANHOTEL,EQ,419,419,406,413.4,410,404.3,5530,2285261.85,17-OCT-2009,
ASIANPAINT,EQ,1567,1589.9,1565,1577.45,1570,1565.55,2612,4117214.6,17-OCT-2009,
ASIANTILES,EQ,58.55,66.2,56.5,64.65,66.2,55.15,248818,15372901.95,17-OCT-2009,
ASSAMCO,EQ,19.2,19.2,18.7,18.9,19.05,18.6,191090,3617947.25,17-OCT-2009,
ASTRAL,EQ,145.2,148.3,139.5,142.55,141.3,140.15,7280,1038779.85,17-OCT-2009,
ASTRAMICRO,EQ,81.35,81.35,78.8,80.5,80.5,80.7,188982,15155601.95,17-OCT-2009,
ASTRAZEN,EQ,906.9,912,850.25,900.9,900.1,888.05,879,784370.05,17-OCT-2009,
ATFL,EQ,213.5,214.5,210,210.95,211,212.9,2784,588733.35,17-OCT-2009,
ATLANTA,EQ,135,135,131.15,133.3,132.85,132.9,53902,7190315.2,17-OCT-2009,
ATLASCYCLE,EQ,209.8,209.8,205,206.4,205,206.2,2454,507879.95,17-OCT-2009,
ATNINTER,EQ,1.45,1.5,1.4,1.45,1.4,1.35,23651,34471.45,17-OCT-2009,
ATUL,EQ,81.9,82.75,81.15,82.35,82.55,80.9,23462,1930068.25,17-OCT-2009,
AURIONPRO,EQ,249,255,240.05,248.6,249,240.25,568,140953.35,17-OCT-2009,
AUROPHARMA,EQ,874.5,874.5,861,863.75,866.4,865.8,14338,12414494.35,17-OCT-2009,
AUSTRAL,EQ,14.9,15.1,14.25,14.8,15.1,14.35,1349612,19798932.45,17-OCT-2009,
AUTOAXLES,BE,306.05,306.05,306.05,306.05,306.05,291.45,1707,522427.35,17-OCT-2009,
AUTOIND,BE,120.9,122.65,120.9,122.65,122.65,116.8,3843,469143.3,17-OCT-2009,
AUTOLITIND,BE,29.15,29.15,29.15,29.15,29.15,28.1,70,2040.5,17-OCT-2009,
AVAYAGCL,EQ,182.05,185.1,175,178.5,179.5,179.2,11529,2071516.35,17-OCT-2009,
AVENTIS,EQ,1624,1624,1542.6,1592.4,1585,1600.1,206,327189.65,17-OCT-2009,
AVTNPL,EQ,75,75,74.95,74.95,74.95,72,200,14995,17-OCT-2009,
AXIS-IT&T,BE,71.2,74.25,71.2,74.1,74.25,70.7,24070,1784448.55,17-OCT-2009,
AXISBANK,EQ,1016,1019.8,1005.1,1011.15,1008.95,1006.5,263363,266874866,17-OCT-2009,
BAGFILMS,EQ,18.1,18.25,17.4,17.55,17.45,17.75,176437,3128918.95,17-OCT-2009,
BAJAJ-AUTO,EQ,1485.95,1506.25,1477,1492.5,1493.3,1478,77044,115042521.5,17-OCT-2009,
BAJAJELEC,EQ,815,815,797,799.8,800,804.35,2502,2003056.15,17-OCT-2009,
BAJAJFINSV,EQ,326,335.9,321.95,332.1,333,321.95,40492,13377957.85,17-OCT-2009,
BAJAJHIND,EQ,209.8,222.7,208.6,217.95,220.35,208.2,3965537,859904961.55,17-OCT-2009,
BAJAJHLDNG,EQ,544.4,554.4,536,545.85,544,532.85,78364,42766345.95,17-OCT-2009,
BAJAUTOFIN,EQ,300,308,290.1,298.4,296.6,296.35,15367,4596363.05,17-OCT-2009,
BALAJITELE,EQ,72,72,70.5,71.4,71.5,70.4,82862,5906297.7,17-OCT-2009,
BALAMINES,EQ,148,150,145,149,149,144.3,1285,190820.2,17-OCT-2009,
BALKRISIND,EQ,411,443.5,411,439.85,442.9,413.45,8658,3787432.35,17-OCT-2009,
BALLARPUR,EQ,23.8,24,23.4,23.9,23.9,23.2,354733,8472302.3,17-OCT-2009,
BALMLAWRIE,EQ,510,514.95,504,507.85,507.95,502.6,1948,991758.5,17-OCT-2009,
BALPHARMA,BE,25.8,25.8,25,25,25,24.9,1275,32302.5,17-OCT-2009,
BALRAMCHIN,EQ,135,139.25,134.55,137.85,138,134.4,1739312,238803114.95,17-OCT-2009,
BANARISUG,EQ,1290,1324,1191.1,1240,1247,1225.75,1394,1728668.2,17-OCT-2009,
BANCOINDIA,EQ,72.6,76.75,70.25,74.95,76.75,69.75,441979,32564347.25,17-OCT-2009,
BANG,EQ,43.45,44.75,43.35,44.15,44.3,43.35,21948,966000.75,17-OCT-2009,
BANKBARODA,EQ,541.9,549.9,532.3,537.7,534,537.15,122927,66338869.9,17-OCT-2009,
BANKBEES,EQ,959,960,942,944.9,958,944.07,353,334778.3,17-OCT-2009,
BANKINDIA,EQ,459.95,463.95,456.1,459,457,457.7,128190,59060756.4,17-OCT-2009,
BANKRAJAS,EQ,88.6,88.9,87.25,87.9,87.6,88.25,244781,21561080.65,17-OCT-2009,
BANSWRAS,EQ,65.3,68,65.3,66.6,67,67.65,2179,145543.9,17-OCT-2009,
BARTRONICS,EQ,167.8,169.95,167.05,168.65,168.8,166,126343,21323015.05,17-OCT-2009,
BASF,EQ,415,415,396.6,399.6,400,408.9,62716,25207022.95,17-OCT-2009,
BASML,EQ,92,94.45,92,92.4,92.1,93.05,611,56445.1,17-OCT-2009,
BATAINDIA,EQ,185.7,185.7,183,184.3,184,184.25,38598,7109654.1,17-OCT-2009,
BATLIBOI,EQ,26.4,26.85,25.1,26.6,26.85,25.55,676,17911.9,17-OCT-2009,
BBL,EQ,960,978,950,974,973.9,958.45,4620,4483492,17-OCT-2009,
BBTC,BE,310,328,310,325.9,315,313.1,1360,440038,17-OCT-2009,
BEL,EQ,1534.8,1585,1510,1571.8,1569,1515.4,21615,33770676.05,17-OCT-2009,
BELCERAMIC,EQ,7.6,7.6,7.45,7.45,7.45,7.15,655,4898.5,17-OCT-2009,
BEML,EQ,1097,1097,1085,1090.85,1089,1082.15,15272,16679238.7,17-OCT-2009,
BEPL,EQ,13,13.5,12.85,12.95,13,12.65,2571,33284,17-OCT-2009,
BERGEPAINT,EQ,55.15,59.7,55.15,57.85,57.9,57.55,42336,2456400.8,17-OCT-2009,
BFUTILITIE,EQ,840,845,830.15,840.15,840,837.35,2450,2053598.75,17-OCT-2009,
BGRENERGY,EQ,521,523.5,508,511.25,511.9,518.5,35104,18065816.55,17-OCT-2009,
BHAGWATIHO,EQ,48.7,49.8,47.5,48.8,48.7,47.4,9263,452131.75,17-OCT-2009,
BHAGYNAGAR,EQ,25.95,25.95,25.55,25.8,25.75,25.3,26972,695123.15,17-OCT-2009,
BHARATFORG,EQ,290,292,286,287.95,286,288.25,102024,29500319,17-OCT-2009,
BHARATGEAR,BE,37.25,37.25,35,36.75,36.9,35.5,1932,70674.25,17-OCT-2009,
BHARATRAS,EQ,67.3,67.3,67.3,67.3,67.3,70,50,3365,17-OCT-2009,
BHARTIARTL,EQ,329.7,334.45,327.5,332.85,332.1,326.2,4327566,1436780502.15,17-OCT-2009,
BHARTISHIP,EQ,193,194.75,192,193.15,192.7,190.85,34012,6563245.55,17-OCT-2009,
BHEL,EQ,2550,2550,2480,2501.3,2494.7,2520.2,61665,154714889.45,17-OCT-2009,
BHUSANSTL,EQ,1435,1440,1380.3,1404.05,1386.25,1420.35,167099,236512588.3,17-OCT-2009,
BIL,EQ,44,44.8,43.3,44.55,44.35,43.85,2473,108948.7,17-OCT-2009,
BILPOWER,EQ,184.4,195,177.5,181.95,180,178.25,3077,572202.95,17-OCT-2009,
BINANICEM,EQ,69.3,69.3,66.25,67.3,67.5,66.2,19084,1280323.6,17-OCT-2009,
BINANIIND,EQ,80.9,81.9,79.75,80.15,80.2,79.45,4372,351192.3,17-OCT-2009,
BINDALAGRO,EQ,20.6,20.6,20.1,20.25,20.3,20.3,149792,3036326.95,17-OCT-2009,
BIOCON,EQ,278.7,278.7,273,274.25,274.45,278.4,150837,41449831.05,17-OCT-2009,
BIRLACORPN,EQ,303.5,308,299,304.65,299,303.05,17442,5307679.8,17-OCT-2009,
BIRLACOT,BE,8.5,8.95,8.5,8.75,8.8,8.7,77114,676925.25,17-OCT-2009,
BIRLAERIC,EQ,13.85,14,13.15,13.85,14,13.2,7114,98279.05,17-OCT-2009,
BIRLAMONEY,EQ,40.95,40.95,38.1,39.3,39.45,38.1,9377,369852.5,17-OCT-2009,
BIRLAPOWER,EQ,3.9,3.9,3.8,3.8,3.85,3.8,911706,3492741.9,17-OCT-2009,
BLBLIMITED,BE,19,19.6,18.05,19.6,19.6,18.65,2411,46612.6,17-OCT-2009,
BLKASHYAP,EQ,485,486,472.25,476,474,483.25,10769,5157220.6,17-OCT-2009,
BLUEBIRD,EQ,34.4,35,33.35,34.65,34.55,33.95,28421,977656.9,17-OCT-2009,
BLUECHIP,EQ,1.2,1.2,1.15,1.2,1.2,1.15,40734,48430.45,17-OCT-2009,
BLUEDART,EQ,574,575,551.3,567.8,567.2,560,277,157135.75,17-OCT-2009,
BLUESTARCO,EQ,399,399,384,394.35,390.1,383.65,6687,2627239.35,17-OCT-2009,
BLUESTINFO,EQ,93,93.7,92,92.75,93.4,90.75,461,42792.6,17-OCT-2009,
BOC,EQ,177,177,171.25,175.4,175,171.4,12548,2196061.15,17-OCT-2009,
BOMDYEING,EQ,431,431,421,428.2,429.2,426,77495,33194056.85,17-OCT-2009,
BOSCHLTD,EQ,4250,4250,4169,4209.85,4202,4159.95,1065,4478759.2,17-OCT-2009,
BPCL,EQ,525,530.9,515,528.35,525.4,525.35,84783,44632181,17-OCT-2009,
BPL,EQ,34,34.5,33.35,33.9,34,33.35,19439,659113.05,17-OCT-2009,
BRABOURNE,EQ,9.05,9.05,8.55,8.75,8.95,8.65,1412,12363.4,17-OCT-2009,
BRANDHOUSE,EQ,31.55,31.8,31,31.15,31.15,31.1,92248,2878863.65,17-OCT-2009,
BRFL,EQ,221,224.8,220,223.65,222.5,220.95,242867,54242357.45,17-OCT-2009,
BRIGADE,EQ,123.1,124.5,122.5,123.45,123,121.3,102450,12665626.7,17-OCT-2009,
BRITANNIA,EQ,1675,1800,1675,1734.8,1714,1641.4,16235,28453923.2,17-OCT-2009,
BROADCAST,BE,22,22.4,22,22.15,22.4,21.3,495,10956,17-OCT-2009,
BSELINFRA,EQ,21.6,21.65,21,21.4,21.3,21.4,64592,1379974.2,17-OCT-2009,
BSL,EQ,19.5,20.75,19.5,20.75,20.75,19.85,323,6452.25,17-OCT-2009,
BURNPUR,EQ,13,13.35,12.55,13.1,13.1,12.9,26567,347050.35,17-OCT-2009,
BVCL,BE,29.8,30.3,29.8,30.15,29.9,30.35,3472,104954.2,17-OCT-2009,
CADILAHC,EQ,505.5,580,505.5,550.5,546,550.4,2976,1639681.55,17-OCT-2009,
CAIRN,EQ,295,296.75,293,294.25,293.2,291.75,711791,209810606.1,17-OCT-2009,
CALSOFT,EQ,33,34.4,32.15,33.25,33.5,33.4,1175,39607.25,17-OCT-2009,
CAMBRIDGE,EQ,83.5,85.9,81.65,82.8,82.6,83.3,48675,4083484.65,17-OCT-2009,
CAMLIN,EQ,25,25.45,24.7,25.15,25.2,24.65,62867,1580817.95,17-OCT-2009,
CANBK,EQ,380,388,380,384.3,384.3,379.65,112144,43208039.35,17-OCT-2009,
CANDC,EQ,260,268,255,258.85,260,249.85,117987,30676691.75,17-OCT-2009,
CANFINHOME,EQ,87,89.95,87,89.35,89,88.5,8778,780371,17-OCT-2009,
CARBORUNIV,EQ,150.5,151.5,148.05,149.4,148.05,149.75,2746,411773.4,17-OCT-2009,
CAROLINFO,EQ,58,60.75,58,60.4,60.75,60.25,1582,94890.15,17-OCT-2009,
CASTROL,EQ,566.7,586,565,579.35,578,559.25,116191,66905543.9,17-OCT-2009,
CCCL,EQ,350,395,349.9,381.1,371.05,341.35,72288,27842475.65,17-OCT-2009,
CCL,EQ,181.9,192.8,177.05,189.8,191,180.5,12402,2326590.25,17-OCT-2009,
CEATLTD,EQ,173,176.7,173,175.3,176.25,173.1,45561,7979118.65,17-OCT-2009,
CELEBRITY,EQ,21.25,21.25,19.8,20.85,21.05,20.35,4077,84490.95,17-OCT-2009,
CELESTIAL,EQ,29.8,30,28.5,29.75,29.55,28.9,9530,281555.2,17-OCT-2009,
CENTENKA,EQ,180.25,187.9,180.05,185.15,185.9,178.35,49308,9076876.15,17-OCT-2009,
CENTEXT,EQ,5.8,6.2,5.8,6.2,6.2,5.9,60509,374235.45,17-OCT-2009,
CENTRALBK,EQ,141.6,142.9,140.9,141.85,140.9,141.25,212207,30172939.35,17-OCT-2009,
CENTUM,BE,61.45,61.45,61.45,61.45,61.45,61.4,46,2826.7,17-OCT-2009,
CENTURYPLY,EQ,45.9,46.95,44.6,45.75,45.55,45,23382,1073005,17-OCT-2009,
CENTURYTEX,EQ,525,539.8,524.1,537.1,537.5,523.8,508885,271671217.35,17-OCT-2009,
CERA,EQ,145.9,154,143,149.95,154,140,699,103642.4,17-OCT-2009,
CESC,EQ,406.9,406.9,398,400.5,400,399.55,33784,13566588.1,17-OCT-2009,
CHAMBLFERT,EQ,56.5,56.75,55.15,55.65,55.2,55.9,1158667,64793300.3,17-OCT-2009,
CHEMFALKAL,EQ,47.2,47.2,46,46.35,46.2,44.5,13,603.4,17-OCT-2009,
CHEMPLAST,EQ,11,11.8,11,11.6,11.6,11.35,137753,1582946.85,17-OCT-2009,
CHENNPETRO,EQ,240,240,232.5,236.2,236.1,235.8,19351,4575228.4,17-OCT-2009,
CHESLINTEX,BE,6.9,6.95,6.35,6.35,6.35,6.6,2371,16130.85,17-OCT-2009,
CHETTINAD,EQ,415,416.85,410,411.55,416.85,415,220,90498.5,17-OCT-2009,
CHI,EQ,52,52,50,50.85,50.4,50.2,4697,239012.45,17-OCT-2009,
CHOLADBS,EQ,65.1,66.8,63.2,66.15,66.6,65.1,5109,336531,17-OCT-2009,
CINEMAX,EQ,61.55,61.55,60,60.4,60,60.65,6935,420933.55,17-OCT-2009,
CINEVISTA,BE,6,6.05,5.85,6,6,6.15,764,4525.25,17-OCT-2009,
CIPLA,EQ,295,295,288,289.5,288.05,292.7,187439,54435450.35,17-OCT-2009,
CLASSIC,BE,24,24.2,22.9,23.2,23.4,23.15,35230,821973.05,17-OCT-2009,
CLNINDIA,EQ,370,382.5,370,381.2,377.6,379.95,2876,1094847.8,17-OCT-2009,
CLUTCHAUTO,EQ,38.75,39.7,38.6,39.05,39.35,38.9,12571,490737.3,17-OCT-2009,
CMC,EQ,1244,1244,1190,1205.05,1193,1225.95,9860,11998939.45,17-OCT-2009,
COLPAL,EQ,690,693.9,682.05,685.7,687.8,683,5806,3987806.15,17-OCT-2009,
COMPUTECH,EQ,4.1,4.2,3.45,4.1,4,3.8,42212,170084.1,17-OCT-2009,
COMSYS,EQ,17.45,17.5,16.5,17.2,17,16.3,4506,77426,17-OCT-2009,
CONCOR,EQ,1130.05,1144.5,1121,1129.3,1128.1,1126.8,1085,1224577.65,17-OCT-2009,
CONSOFINVT,EQ,54.05,56.3,54.05,54.9,54.5,55,1316,72522.6,17-OCT-2009,
CORDSCABLE,EQ,46,47.4,46,46.5,46,45.2,13041,608219.9,17-OCT-2009,
COREEMBLG,BE,11.25,11.25,11.25,11.25,11.25,10.7,1501,16886.25,17-OCT-2009,
COREPROTEC,EQ,197.1,199,195.6,198.1,198,195.55,194093,38363561.9,17-OCT-2009,
COROMANDEL,EQ,219,219.9,214,218.6,219,216.95,11466,2503785.2,17-OCT-2009,
CORPBANK,EQ,462,469.7,450.05,462.55,462.8,460.4,8799,4071655.2,17-OCT-2009,
COSMOFILMS,EQ,114.7,114.7,112.1,112.7,112.6,111.85,16608,1875029.5,17-OCT-2009,
CRANESSOFT,EQ,38.25,38.5,37.8,38.25,38.45,37.65,130886,4994350.1,17-OCT-2009,
CREATIVEYE,EQ,6.9,7.1,6.9,7,7,6.85,1661,11573.1,17-OCT-2009,
CRESTANI,BE,52.5,53.15,50,52.3,52.9,50.6,5898,310236.8,17-OCT-2009,
CREWBOS,EQ,43,45.75,42.2,42.9,42.65,42.1,10948,472736.5,17-OCT-2009,
CRISIL,EQ,4184.7,4220,4140,4194.45,4175,4112.25,753,3152299.5,17-OCT-2009,
CROMPGREAV,EQ,367,372,365,367.7,365.25,365.55,84149,31053305.65,17-OCT-2009,
CTE,EQ,27.9,28.4,27.2,27.85,27.85,27.65,17554,490107.65,17-OCT-2009,
CUB,EQ,29.8,30.75,29.8,30.5,30.4,29.8,736156,22399738.15,17-OCT-2009,
CUBEXTUB,EQ,19.75,19.75,19.65,19.75,19.75,18.9,4235,83431.25,17-OCT-2009,
CUMMINSIND,EQ,385,386.65,377,383.45,378.9,380.35,14385,5515565.5,17-OCT-2009,
CYBERMEDIA,EQ,35.9,35.9,35.9,35.9,35.9,34.9,105,3769.5,17-OCT-2009,
CYBERTECH,EQ,14.1,15.05,14.05,14.75,14.9,14.95,10625,154827,17-OCT-2009,
DAAWAT,EQ,72,72,70.1,71,70.5,71.35,28723,2046595.9,17-OCT-2009,
DABUR,EQ,145.95,147.5,145.2,146.65,147.2,144.7,79489,11660415.85,17-OCT-2009,
DALMIACEM,EQ,180,180.7,176.25,179.7,179.35,175.65,49096,8785325.75,17-OCT-2009,
DATAMATICS,EQ,48,48.5,46,46.7,46.25,46.25,34308,1614912.55,17-OCT-2009,
DCB,EQ,42.05,42.05,41.05,41.45,41.3,41.25,1141141,47262926.55,17-OCT-2009,
DCHL,EQ,152.7,153.8,150.05,151.2,150.6,150.8,113452,17224871.1,17-OCT-2009,
DCM,EQ,32.4,32.4,30.5,31.35,31.8,30.25,4865,153532.7,17-OCT-2009,
DCMFINSERV,EQ,5.75,5.75,5.45,5.75,5.75,5.2,63404,361113.35,17-OCT-2009,
DCMSRMCONS,EQ,61.5,61.5,59.9,60.8,61,59.8,28556,1735428.65,17-OCT-2009,
DCW,EQ,20.85,21.1,20.4,20.55,20.4,20.5,471857,9775515,17-OCT-2009,
DECCANCE,EQ,237,237,237,237,237,233.5,70,16590,17-OCT-2009,
DECOLIGHT,EQ,11.25,11.3,10.85,11,11.15,11,3122,34453.7,17-OCT-2009,
DEEPAKFERT,EQ,92,92.5,91.2,91.8,91.7,91.5,36981,3394411.1,17-OCT-2009,
DELTACORP,EQ,54.6,55.55,54.25,55.05,55.15,53.9,200863,11048571.25,17-OCT-2009,
DENABANK,EQ,76.9,77.75,76.4,77.25,77.05,76.2,4244244,327324043.15,17-OCT-2009,
DENORA,BE,64.05,69.7,64.05,66.6,69.7,67.25,250,16398.75,17-OCT-2009,
DEWANHOUS,EQ,203.45,207.85,201.1,203.25,202.2,200.1,159875,32665088.8,17-OCT-2009,
DHAMPURSUG,EQ,106.25,109.4,106.1,108.75,109.2,106.35,674475,73093280.1,17-OCT-2009,
DHANBANK,EQ,171,173.5,170.9,172.5,172.4,170,288995,49821670.25,17-OCT-2009,
DHANUS,EQ,34.85,35,34.05,34.65,34.8,33.85,15856,549721.6,17-OCT-2009,
DHARSUGAR,BE,75.5,79.2,74,78.15,79.2,75.45,9873,768334.55,17-OCT-2009,
