SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
KOTAKBANK,EQ,648.5,650.9,643.35,648.75,648,644.65,542686,351706702.7,28-SEP-2012,17854,INE237A01028,
KOTAKGOLD,EQ,2990,3018.9,2975,3003.8,3005,3001.4,23130,69491363.25,28-SEP-2012,981,INF373I01015,
KOTAKNIFTY,EQ,581,583,577,581,581,580.08,2323,1351617.9,28-SEP-2012,36,INF174K01518,
KOTAKPSUBK,EQ,355,357,349,351.19,351,353,419,147320,28-SEP-2012,33,INF373I01023,
KOTARISUG,EQ,8.9,8.9,8.5,8.5,8.5,8.55,9690,82886.25,28-SEP-2012,27,INE419A01022,
KOTHARIPET,EQ,8,8.3,8,8,8,8,31419,253218.05,28-SEP-2012,25,INE720A01015,
KOTHARIPRO,EQ,396,396.15,391.55,395.3,396.1,399.65,947,374777,28-SEP-2012,55,INE823A01017,
KOUTONS,BE,10.25,10.25,10.25,10.25,10.25,9.8,43995,450948.75,28-SEP-2012,110,INE406I01014,
KOVAI,BE,102,106.9,102,104.3,106.9,102,250,25960,28-SEP-2012,6,INE177F01017,
KPIT,EQ,124.1,127.6,123.1,123.8,124,123.6,284788,35633766.55,28-SEP-2012,4162,INE836A01035,
KPRMILL,EQ,128.05,135.55,128,129.4,130.4,131.65,997,130681.2,28-SEP-2012,93,INE930H01015,
KRBL,EQ,23.5,24.85,23.5,24.7,24.7,23.4,796549,19407755.1,28-SEP-2012,2370,INE001B01026,
KRISHNAENG,BE,1.9,1.9,1.9,1.9,1.9,2,2000,3800,28-SEP-2012,1,INE409C01011,
KRITIIND,EQ,5.75,6.05,5.7,6.05,6.05,5.8,1165,6700.5,28-SEP-2012,6,INE479D01038,
KSBPUMPS,EQ,208,208,205.05,205.9,205.95,208.75,4382,905144.55,28-SEP-2012,105,INE999A01015,
KSCL,EQ,1035.1,1065,1029.9,1051,1048,1043.55,7303,7721081.25,28-SEP-2012,438,INE455I01011,
KSE,EQ,231.95,236,231.9,235,235,230,933,219124.4,28-SEP-2012,27,INE953E01014,
KSERASERA,BE,2.75,2.75,2.6,2.75,2.75,2.65,32045,87326.1,28-SEP-2012,31,INE216D01018,
KSK,EQ,63.15,64,62.55,62.65,62.65,63.15,20255,1278252.9,28-SEP-2012,150,INE143H01015,
KSL,EQ,55,57.5,55,55.6,56.2,55.35,45342,2552210.6,28-SEP-2012,660,INE907A01026,
KSOILS,EQ,4.95,5.2,4.95,5,4.95,4.9,2860163,14463199.5,28-SEP-2012,1519,INE727D01022,
KTIL,EQ,63.55,71.1,63.55,70.9,70,64.65,5039,353347.7,28-SEP-2012,34,INE096L01017,
KTKBANK,EQ,102.55,110.8,102.55,109.15,109.65,102.55,9264005,1002263449.25,28-SEP-2012,43715,INE614B01018,
KWALITY,EQ,32.15,32.5,31.25,31.55,31.5,32.05,207793,6647945.2,28-SEP-2012,923,INE775B01025,
L&TFH,EQ,49,49.35,48,48.3,48.3,48.55,463775,22601176.95,28-SEP-2012,3267,INE498L01015,
L&TFINANCE,N1,995,996,993.1,995.49,993.1,998,174,173215.2,28-SEP-2012,7,INE523E07426,
L&TFINANCE,N2,990.15,992.25,990.15,992.25,992.25,999.05,111,110090.94,28-SEP-2012,5,INE523E07434,
L&TFINANCE,N3,1327,1329.99,1323.9,1329.99,1329.99,1326,194,257244.35,28-SEP-2012,8,INE523E07442,
L&TFINANCE,N5,995,995,994,994,994,992.77,110,109350,28-SEP-2012,5,INE523E07475,
L&TFINANCE,N6,1031,1031,1031,1031,1031,1035,25,25775,28-SEP-2012,1,INE523E07483,
LAKPRE,EQ,39,39,38.25,38.5,38.5,38.25,5300,203467.75,28-SEP-2012,24,INE651C01018,
LAKSHMIEFL,EQ,17.15,18.5,17.15,18.1,18,17.4,134858,2449809.85,28-SEP-2012,817,INE992B01026,
LAKSHMIFIN,BE,22.05,22.05,22.05,22.05,22.05,21.05,200,4410,28-SEP-2012,1,INE850E01012,
LAKSHMIMIL,EQ,1543.85,1543.85,1543.85,1543.85,1543.85,1510.65,13,20070.05,28-SEP-2012,13,INE938C01019,
LAKSHVILAS,EQ,78.75,81.45,78.4,80.45,80.25,78.75,157752,12606780.1,28-SEP-2012,1854,INE694C01018,
LANCOIN,EQ,26.95,28,26.65,26.8,26.95,26.6,57265,1560456.6,28-SEP-2012,467,INE943C01027,
LAOPALA,EQ,140.1,144,140,143.7,143.1,142.15,5458,779691.7,28-SEP-2012,117,INE059D01012,
LAXMIMACH,EQ,2050,2083,2010,2032.65,2033,2036.5,4366,8971606.25,28-SEP-2012,563,INE269B01029,
LCCINFOTEC,EQ,0.35,0.45,0.35,0.45,0.45,0.4,10302,3880.75,28-SEP-2012,12,INE938A01021,
LGBBROSLTD,EQ,250.45,257,250.45,252.2,252.2,250.4,612,154901.95,28-SEP-2012,67,INE337A01034,
LGBFORGE,EQ,2.35,2.4,2.3,2.4,2.4,2.3,10828,25757.1,28-SEP-2012,33,INE201J01017,
LIBERTSHOE,EQ,113.9,120.9,111.55,117.2,118.2,112.4,378256,44547628.45,28-SEP-2012,5097,INE557B01019,
LICHSGFIN,EQ,275.9,285.4,270.55,281.8,282.6,273.35,3129291,879971809.7,28-SEP-2012,42388,INE115A01026,
LIQUIDBEES,EQ,1000,1000.01,999.99,999.99,1000.01,1000,993931,993932709.17,28-SEP-2012,9954,INF732E01037,
LITL,EQ,15.25,15.5,14.95,15.05,15.1,14.8,23716332,361380751.55,28-SEP-2012,23696,INE785C01048,
LLOYDELENG,EQ,50.55,52.45,50.3,51.95,51.45,51.3,31587,1642082.15,28-SEP-2012,308,INE245C01019,
LLOYDFIN,EQ,0.75,0.75,0.65,0.7,0.65,0.65,2954,2074.1,28-SEP-2012,12,INE174A01015,
LLOYDSTEEL,EQ,11.1,11.25,11.1,11.2,11.2,11.15,49773,557200.6,28-SEP-2012,71,INE292A01015,
LML,EQ,6.4,6.7,6.4,6.6,6.65,6.5,145245,958874.45,28-SEP-2012,192,INE862A01015,
LOGIXMICRO,EQ,18.5,19,17.9,19,19,18.95,6189,115378.15,28-SEP-2012,54,INE848A01014,
LOKESHMACH,EQ,32.15,32.9,31.7,32.6,32,31.95,3471,112182.2,28-SEP-2012,78,INE397H01017,
LOTUSEYE,EQ,8.3,8.45,7.75,7.8,7.8,8.3,18638,147664.15,28-SEP-2012,59,INE947I01017,
LOVABLE,EQ,331,333,327.25,328.4,327.9,327.8,76589,25284839.6,28-SEP-2012,2465,INE597L01014,
LPDC,EQ,2,2.15,1.95,2.05,2.1,2.1,120321,236026.05,28-SEP-2012,743,INE197J01017,
LT,EQ,1605.3,1619.8,1587.7,1596.8,1594.5,1598.15,1335349,2145268413.1,28-SEP-2012,51012,INE018A01030,
LUMAXAUTO,EQ,24.5,25.65,23.3,25.2,25.4,24.6,1553,39057.05,28-SEP-2012,60,INE547G01019,
LUMAXIND,EQ,397,397,368,383.75,384.5,385,8625,3338990.95,28-SEP-2012,167,INE162B01018,
LUMAXTECH,EQ,162.5,166,162.5,163.2,163,160.35,8475,1390986.8,28-SEP-2012,165,INE872H01019,
LUPIN,EQ,603,603,590.85,595.95,598.55,596.25,2131952,1271905865.55,28-SEP-2012,50651,INE326A01037,
LYKALABS,EQ,10.05,10.95,10.05,10.95,10.95,10.45,8252,88305.95,28-SEP-2012,37,INE933A01014,
M&M,EQ,853.75,872.5,853.75,864.7,863.85,852.2,1916212,1658253580.45,28-SEP-2012,64112,INE101A01026,
M&MFIN,EQ,901.2,915.5,891,897.4,898.95,901.2,181224,16344600
