SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
DHANUKA,EQ,98.35,99.6,98.35,98.4,98.4,98.3,3772,371335.55,28-SEP-2012,20,INE435G01025,
DHANUS,EQ,2.05,2.25,1.85,1.9,1.9,2.05,1059988,2177548.25,28-SEP-2012,373,INE406H01016,
DHARSUGAR,EQ,42.55,44.4,42.55,43.15,42.75,42.6,4866,212395.7,28-SEP-2012,84,INE988C01014,
DHFL,EQ,196.7,202.4,196.7,200.75,200.9,195.35,145790,29145215.3,28-SEP-2012,6775,INE202B01012,
DHUNINV,EQ,58.3,58.3,58.3,58.3,58.3,61,100,5830,28-SEP-2012,2,INE320L01011,
DIAPOWER,EQ,101.9,103.2,99.65,102.2,102,99.65,35406,3609972.45,28-SEP-2012,388,INE989C01012,
DICIND,EQ,244.15,250,244.15,249.75,249,242.95,1224,302769.95,28-SEP-2012,76,INE303A01010,
DIGJAM,EQ,7.45,7.7,7.4,7.45,7.5,7.4,33148,249414.4,28-SEP-2012,203,INE471A01023,
DISHMAN,EQ,96.85,99.4,96.25,96.5,96.25,96.8,594892,57992674.1,28-SEP-2012,5863,INE353G01020,
DISHTV,EQ,82.8,84.85,82.25,82.55,82.6,81.65,4839403,403644450.7,28-SEP-2012,30501,INE836F01026,
DIVISLAB,EQ,1071,1102.5,1051.05,1082.6,1082.7,1066.4,469916,506050048.25,28-SEP-2012,17552,INE361B01024,
DLF,EQ,238.3,244.7,232.25,233.25,233.2,236.4,9687170,2316539714.65,28-SEP-2012,82265,INE271C01023,
DLINKINDIA,EQ,27,27.6,26.5,26.95,26.8,26.35,14547,393746.05,28-SEP-2012,103,INE250K01012,
DOLPHINOFF,EQ,94.3,96.5,93,94.1,94,94.95,18088,1699136.55,28-SEP-2012,381,INE920A01011,
DONEAR,EQ,15.1,16,14.85,15.7,15.85,15,10277,161304.95,28-SEP-2012,88,INE668D01028,
DPSCLTD,EQ,13.6,13.6,13.25,13.4,13.25,13.35,6371,85718.9,28-SEP-2012,46,INE360C01024,
DPTL,EQ,110.95,114.8,110.05,114.3,113.5,111.45,6067,686595.4,28-SEP-2012,368,INE477B01010,
DQE,EQ,19.35,19.35,18.45,18.55,18.45,18.5,94675,1783055.45,28-SEP-2012,350,INE656K01010,
DREDGECORP,EQ,254.4,255.8,251.05,252.15,252.5,253.2,10854,2749328.3,28-SEP-2012,331,INE506A01018,
DRREDDY,EQ,1629.95,1651.95,1624,1645.65,1647.15,1622.8,777267,1274175027.1,28-SEP-2012,31767,INE089A01023,
DRREDDY,N1,5.12,5.12,5.12,5.12,5.12,5.12,2804,14356.48,28-SEP-2012,5,INE089A08051,
DSKULKARNI,EQ,68.05,68.5,66.5,67.65,66.5,68.25,15025,1016636.35,28-SEP-2012,300,INE891A01014,
DSSL,EQ,4.5,4.5,4.5,4.5,4.5,4.3,1744,7848,28-SEP-2012,10,INE417B01040,
DUNCANSIND,EQ,9.25,9.7,9.15,9.5,9.5,9.25,49877,471869.5,28-SEP-2012,291,INE508A01014,
DWARKESH,EQ,47.5,47.9,47.15,47.4,47.3,47.4,4525,214782.65,28-SEP-2012,56,INE366A01033,
DYNAMATECH,EQ,591.1,659.8,591.1,607.65,600.35,614.3,671,409614.8,28-SEP-2012,89,INE221B01012,
EASTSILK,EQ,3.05,3.15,2.95,3,3,3.05,37652,114837.5,28-SEP-2012,111,INE962C01027,
EASUNREYRL,EQ,64.5,65.95,61.9,62.75,63,63.8,42594,2711080.6,28-SEP-2012,1363,INE268C01029,
ECEIND,EQ,110,113,108,108.75,108,110,895,97428.7,28-SEP-2012,455,INE588B01014,
ECLERX,EQ,777,789.5,768.25,773.9,770.25,766,9531,7413795.1,28-SEP-2012,756,INE738I01010,
EDELWEISS,EQ,32.9,34.15,32.5,33.75,33.7,32.25,293009,9767336.4,28-SEP-2012,1354,INE532F01054,
EDL,EQ,72.5,72.5,69.45,70,70.2,73,7600,538129.2,28-SEP-2012,181,INE180G01019,
EDSERV,EQ,16.15,17.8,16,17.8,17.8,16.2,506577,8696458.5,28-SEP-2012,2126,INE889J01019,
EDUCOMP,EQ,159.7,164,159.7,160.65,160.15,159.65,614853,99532494.1,28-SEP-2012,7956,INE216H01027,
EICHERMOT,EQ,2270.25,2370,2213.3,2311.2,2360,2238.4,30890,70955428.45,28-SEP-2012,2771,INE066A01013,
EIDPARRY,EQ,239.5,240.4,225.65,227.8,229.5,234.55,115389,26674629.95,28-SEP-2012,2284,INE126A01031,
EIHAHOTELS,EQ,131.3,132.4,130.3,131.1,130.3,130.75,10694,1405985.8,28-SEP-2012,279,INE276C01014,
EIHOTEL,EQ,78.5,80.75,78.2,80.1,80.6,77.95,241347,19167798.8,28-SEP-2012,2475,INE230A01023,
EIMCOELECO,EQ,168,168,164.5,166.45,166.6,167.5,211,35204.15,28-SEP-2012,16,INE158B01016,
EKC,EQ,35,36.5,34.25,35.6,35.75,34.5,1034949,36787575.7,28-SEP-2012,5802,INE184H01027,
ELDERPHARM,EQ,303.3,309.95,297.1,298.4,297.1,303,21169,6359557.45,28-SEP-2012,651,INE975A01015,
ELECON,EQ,50.05,50.7,49.15,49.45,49.3,49.8,64855,3247590.35,28-SEP-2012,794,INE205B01023,
ELECTCAST,EQ,20.9,21.15,20.15,20.3,20.45,20.3,468282,9678172.55,28-SEP-2012,1753,INE086A01029,
ELECTHERM,EQ,52.5,52.5,50.2,51.2,51.5,50,2265,116035.3,28-SEP-2012,122,INE822G01016,
ELFORGE,EQ,7.2,7.25,7.2,7.25,7.25,7.6,26,187.25,28-SEP-2012,2,INE158F01017,
ELGIEQUIP,EQ,83.2,83.75,82.6,83.2,83,83,7587,630225.85,28-SEP-2012,56,INE285A01027,
ELGIRUBCO,EQ,22.95,22.95,22,22.2,22.2,22.1,3686,83145.75,28-SEP-2012,20,INE819L01012,
ELNET,EQ,34.6,34.9,34.05,34.25,34.05,35.2,1536,52771.45,28-SEP-2012,39,INE033C01019,
EMAMIINFRA,EQ,21.2,22,21.2,21.5,21.45,21.55,9258,200346.05,28-SEP-2012,143,INE778K01012,
EMAMILTD,EQ,504.95,505.55,493.25,498.4,495,498.85,898325,450031171.5,28-SEP-2012,4350,INE548C01032,
EMCO,EQ,30,30,29.1,29.2,29.3,29.55,69547,2055427.7,28-SEP-2012,404,INE078A01026,
EMKAY,EQ,32,32,30.25,30.6,31.25,30.65,6944,211972.5,28-SEP-2012,27,INE296H01011,
EMMBI,EQ,13.35,13.35,12.85,12.9,12.9,12.65,5373,69696.95,28-SEP-2012,28,INE753K01015,
EMPEESUG,EQ,9.6,9.65,9.1,9.45,9.45,9.3,1749,16483.45,28-SEP-2012,10,INE928B01012,
ENERGYDEV,EQ,29.9,31,29.1,29.65,29.6,29.3,6669,200636.35,28-SEP-2012,164,INE306C01019,
ENGINERSIN,EQ,238.95,239.5,235.5,236.3,236,236.95,112143,26515628.4,28-SEP-2012,1668,INE510A01028,
ENIL,EQ,243.5,258.8,240.15,245.9,248.35,245,32408,8101718.6,28-SEP-2012,1050,INE265F01028,
ENTEGRA,EQ,10.95,10.95,10.25,10.25,10.25,10.75,17107,176808,28-SEP-2012,69,INE826A01028,
EON,BE,28,29.25,27.45,27.85,27.45,28.85,5240,149496,28-SEP-2012,33,INE076H01025,
ERAINFRA,EQ,137.3,138.2,137,138.1,138.1,137.15,374473,51588165.2,28-SEP-2012,1906,INE039E01020,
EROSMEDIA,EQ,165,166.35,161.35,162.1,162.6,164.3,155033,25394529.35,28-SEP-2012,3188,INE416L01017,
ESABINDIA,EQ,456.95,458,450.75,453.5,458,452.25,2511,1138309.1,28-SEP-2012,62,INE284A01012,
ESCORTS,EQ,63.1,64.75,63.1,63.95,64,62.7,1058484,67784176.25,28-SEP-2012,6040,INE042A01014,
ESL,EQ,8.7,9.15,8.45,8.55,8.5,8.65,2225218,19333274.1,28-SEP-2012,2295,INE481K01013,
ESSAROIL,EQ,51.2,51.9,50.4,50.65,50.5,50.55,1260178,64364307.5,28-SEP-2012,8240,INE011A01019,
ESSARPORTS,EQ,89.85,94.3,88,92.45,92.45,88.65,86119,7971479.8,28-SEP-2012,579,INE282A01024,
ESSARSHPNG,EQ,26.55,27.3,26.55,26.9,26.95,26.4,41160,1110274.75,28-SEP-2012,219,INE122M01019,
ESSDEE,EQ,177,177.9,171,175.8,176,168.85,201422,35426259.25,28-SEP-2012,6685,INE825H01017,
ESSELPACK,EQ,31.6,33.45,31.6,32.5,32.5,31.8,40288,1320316.05,28-SEP-2012,295,INE255A01020,
ESTER,EQ,16.6,16.9,16.5,16.6,16.55,16.6,15350,255595.9,28-SEP-2012,136,INE778B01029,
EUROCERA,EQ,8.55,8.55,8.1,8.55,8.55,8.35,536,4472.8,28-SEP-2012,10,INE649H01011,
EUROMULTI,EQ,4.05,4.4,4.05,4.15,4.1,4.25,1303,5566.95,28-SEP-2012,17,INE063J01011,
EUROTEXIND,EQ,17,17.5,16.75,17.35,17.5,17.7,466,7883.2,28-SEP-2012,5,INE022C01012,
EVEREADY,EQ,19,19.4,18.9,18.9,19,18.75,367726,6995125.4,28-SEP-2012,780,INE128A01029,
EVERESTIND,EQ,206.45,212.95,204,211.65,210.7,204.65,58099,12218636.7,28-SEP-2012,1382,INE295A01018,
EVERONN,EQ,155,155,151.25,152.1,151.75,152.35,184106,28178874.4,28-SEP-2012,3586,INE678H01010,
EXCELCROP,EQ,137.1,140.3,135.55,137.95,138,137,8998,1248131.2,28-SEP-2012,285,INE223G01017,
EXCELINDUS,EQ,81,81,77.85,78.5,78.9,79.6,2321,184279.85,28-SEP-2012,201,INE369A01029,
EXCELINFO,BE,26.1,27.9,26.1,27.9,27.9,26.6,17964,496044.75,28-SEP-2012,72,INE688J01015,
EXIDEIND,EQ,148,156.9,148,153.3,153.75,147.55,2488486,383061730.65,28-SEP-2012,27868,INE302A01020,
FACT,EQ,31,31.5,30.05,30.2,30.05,30.5,100422,3069208.35,28-SEP-2012,495,INE188A01015,
FAGBEARING,EQ,1668.05,1799.85,1668.05,1774.25,1799.85,1694.4,11082,19600522,28-SEP-2012,571,INE513A01014,
FAME,BE,44,44,43.1,43.3,43.4,44,1875,81569.1,28-SEP-2012,24,INE886G01011,
FARMAXIND,EQ,0.8,0.8,0.7,0.7,0.75,0.75,1702389,1242149.05,28-SEP-2012,353,INE890I01035,
FCH,EQ,157.15,157.8,157.15,157.4,157.4,157.15,52233,8222048.75,28-SEP-2012,217,INE688I01017,
FCSSOFT,EQ,0.4,0.4,0.35,0.35,0.35,0.4,302862,113794.15,28-SEP-2012,105,INE512B01022,
FDC,EQ,89.5,90.3,88.15,89.5,90,89.25,87161,7767855.25,28-SEP-2012,994,INE258B01022,
FEDDERLOYD,EQ,52.05,52.45,51.2,51.55,51.7,51.45,7651,396458.4,28-SEP-2012,90,INE249C01011,
FEDERALBNK,EQ,443.85,449.9,440.95,446.95,446.75,440.3,373340,166612653.2,28-SEP-2012,7315,INE171A01011,
FIEMIND,EQ,151.55,176.1,151.55,173.1,173.05,173.8,10774,1884707.95,28-SEP-2012,445,INE737H01014,
FILATEX,EQ,32.1,33.05,32,32.05,32,31.35,1320,42824,28-SEP-2012,12,INE816B01019,
FINANTECH,EQ,939.5,979.8,939.5,975.4,979.1,936.15,501075,482611638.35,28-SEP-2012,15836,INE111B01023,
FINCABLES,EQ,42,42.25,41,41.2,41.5,41.75,49036,2040630.95,28-SEP-2012,463,INE235A01022,
FINPIPE,EQ,63,64,62.75,63.05,62.75,62.8,31769,2013063.5,28-SEP-2012,374,INE183A01016,
FIRSTLEASE,EQ,52,52,49.65,50.15,50.25,49.8,19683,985520.45,28-SEP-2012,197,INE492B01019,
FKONCO,EQ,91.4,93.5,89.3,90.65,90.9,89.6,172913,15772188.4,28-SEP-2012,2836,INE575G01010,
FLEXITUFF,EQ,207,207,193,196.25,195.1,197,31818,6280960.65,28-SEP-2012,334,INE060J01017,
FMGOETZE,EQ,206,206.95,202.3,204.85,202.3,202.3,2121,434348.05,28-SEP-2012,101,INE529A01010,
FMNL,EQ,23.65,29.15,23.6,29.15,29.15,24.3,44667,1277017.15,28-SEP-2012,137,INE360L01017,
FORTIS,EQ,105.05,105.5,102.55,102.9,103.4,105.25,191633,19843358.75,28-SEP-2012,2424,INE061F01013,
FOSECOIND,EQ,615,621,606.9,610,606.9,606.9,539,331452.2,28-SEP-2012,54,INE519A01011,
FOURSOFT,BE,8.5,8.95,8.15,8.7,8.7,8.55,13507,116817.35,28-SEP-2012,35,INE218G01017,
FSL,EQ,9.65,9.75,9.4,9.5,9.4,9.5,960356,9174559.85,28-SEP-2012,1228,INE684F01012,
FTFTF12CDV,MF,9.5,9.53,9.5,9.53,9.53,9.5,6802,64679,28-SEP-2012,3,INF090I01411,
FTFTF13ADV,MF,9,9,9,9,9,9.85,10000,90000,28-SEP-2012,1,INF090I01148,
FUTUREVENT,EQ,8.7,9.45,8.7,9.35,9.3,9.25,340590,3173514.2,28-SEP-2012,279,INE220J01017,
GABRIEL,EQ,25.9,25.95,25.3,25.4,25.3,25.7,45644,1172131,28-SEP-2012,339,INE524A01029,
GAEL,EQ,22.1,22.5,21.9,22,21.9,22.15,32659,722330.6,28-SEP-2012,198,INE036B01022,
GAIL,EQ,388.4,389,380.65,382.75,384,382.85,988785,380370138.5,28-SEP-2012,24516,INE129A01019,
GAL,EQ,12.9,13.2,12.5,12.7,12.7,12.8,5119,65232.55,28-SEP-2012,54,INE482J01013,
GALLANTT,EQ,27,27.9,26.85,27.2,27,27.05,46471,1273162.85,28-SEP-2012,293,INE297H01019,
GALLISPAT,EQ,52,52,50.05,51.95,52,50,35292,1833205.85,28-SEP-2012,20,INE528K01011,
GAMMNINFRA,EQ,14.95,15.05,14,15,15,14.7,290449,4278067.1,28-SEP-2012,844,INE181G01025,
GAMMONIND,EQ,47.1,49.45,47,47.85,47.55,46.65,106828,5152574.6,28-SEP-2012,850,INE259B01020,
GANDHITUBE,EQ,139.45,139.45,135.55,135.7,135.7,138,251,34049.45,28-SEP-2012,4,INE524B01027,
GANESHHOUC,EQ,75,75.9,73.45,73.9,73.5,75.25,33261,2491195.2,28-SEP-2012,634,INE460C01014,
GANGOTRI,EQ,2.9,2.95,2.75,2.8,2.95,2.85,30413,86807.75,28-SEP-2012,78,INE670B01028,
GARDENSILK,EQ,53.95,54.2,53,53.45,53.5,53.95,8035,429778.15,28-SEP-2012,185,INE526A01016,
GARWALLROP,EQ,49.3,50,49,49.25,49.25,49.5,4489,221462.15,28-SEP-2012,106,INE276A01018,
GATI,EQ,40.7,42.1,39.85,40.5,40.8,39.95,936532,38440835,28-SEP-2012,5549,INE152B01027,
GAYAPROJ,EQ,105,106.8,103,105.35,105.5,102.1,16430,1726532.4,28-SEP-2012,287,INE336H01015,
GDL,EQ,147.2,148.8,144.15,145.95,144.3,146,98713,14445229.8,28-SEP-2012,917,INE852F01015,
GEECEE,EQ,48.95,48.95,46.75,46.75,48.1,45.15,504,24258.95,28-SEP-2012,62,INE916G01016,
GEINDSYS,EQ,80.55,81,79.1,79.75,79.1,80.5,4780,383794.65,28-SEP-2012,131,INE599B01011,
GEMINI,EQ,8.35,8.55,8.1,8.25,8.4,8.4,32451,266888.8,28-SEP-2012,270,INE878C01033,
GENESYS,EQ,188.05,207.05,188.05,200.15,198.75,191.5,52145,10343556.75,28-SEP-2012,1924,INE727B01026,
GENUSPOWER,EQ,9,9.5,9,9.2,9.2,9.1,95279,885398.9,28-SEP-2012,271,INE955D01029,
GEODESIC,EQ,43.15,43.95,42.7,42.9,43,42.9,335009,14487776.05,28-SEP-2012,1914,INE371D01029,
GEOJITBNPP,EQ,21.15,22,21,21.85,21.9,21.5,143296,3125941.8,28-SEP-2012,560,INE007B01023,
GEOMETRIC,EQ,115.9,119.5,115.15,116.75,116.6,114.4,1957632,229648068.3,28-SEP-2012,24903,INE797A01021,
GESHIP,EQ,244.65,249,242.1,247.2,249,243.45,138367,33991508,28-SEP-2012,3680,INE017A01032,
GHCL,EQ,37.05,37.4,37.05,37.25,37.35,37,216590,8070321.5,28-SEP-2012,226,INE539A01019,
GICHSGFIN,EQ,96.4,97,95.2,95.65,96.1,95.45,112192,10790606.95,28-SEP-2012,1216,INE289B01019,
GILLANDERS,EQ,63.7,63.75,61.55,62.4,61.55,62.9,4265,267313.15,28-SEP-2012,85,INE047B01011,
GILLETTE,EQ,2125,2159.9,2103,2129.25,2145,2123.8,880,1880678.8,28-SEP-2012,159,INE322A01010,
GINNIFILA,EQ,6.1,6.4,6.05,6.05,6.05,6.05,1400,8685.1,28-SEP-2012,12,INE424C01010,
GIPCL,EQ,72.15,72.6,70.15,70.9,70.65,71.85,22872,1635655.55,28-SEP-2012,314,INE162A01010,
GITANJALI,EQ,349.65,354.5,345.5,348.15,346.05,345.55,613298,214397641.05,28-SEP-2012,3416,INE346H01014,
GKB,EQ,38.95,39.95,36.8,36.9,36.8,37,514,19596.4,28-SEP-2012,148,INE265D01015,
GKWLIMITED,EQ,400,409,400,400,400,400,123,49245,28-SEP-2012,10,INE528A01020,
GLAXO,EQ,1925,1995.95,1925,1981.05,1978.6,1958.05,20579,40412693.75,28-SEP-2012,1593,INE159A01016,
GLENMARK,EQ,420,427.8,418.05,420.95,421.95,421.2,442672,187097417.75,28-SEP-2012,30994,INE935A01035,
GLFL,EQ,2.65,2.65,2.55,2.6,2.6,2.6,652,1675.3,28-SEP-2012,5,INE540A01017,
GLOBALVECT,EQ,9.3,9.5,9.25,9.25,9.25,9.2,453,4205,28-SEP-2012,42,INE792H01019,
GLOBOFFS,EQ,76.95,78.8,75.2,78.15,78,76.95,20958,1622242.65,28-SEP-2012,551,INE446C01013,
GLOBUSSPR,EQ,114.8,115,111,111.4,111.5,113.8,86409,9746117.55,28-SEP-2012,1787,INE615I01010,
GLODYNE,EQ,88.8,89.4,81.5,82.2,82,85.2,173503,14732013,28-SEP-2012,1948,INE932G01021,
GLORY,EQ,3.1,3.35,2.85,3.1,3.15,3,747294,2319299.3,28-SEP-2012,300,INE408H01012,
GMBREW,EQ,78.05,81.9,77,79.95,79.1,80.3,2912,232623.4,28-SEP-2012,87,INE075D01018,
GMDCLTD,EQ,195.75,197.9,193.5,197.6,197.75,195.25,114103,22396351.95,28-SEP-2012,2114,INE131A01031,
GMRINFRA,EQ,24.4,25.4,24.4,24.8,24.9,24.1,12926657,323428261.65,28-SEP-2012,22620,INE776C01039,
GNFC,EQ,84.2,87.7,84,86.85,87.4,84.65,176340,15163255.7,28-SEP-2012,3435,INE113A01013,
GOACARBON,EQ,86.25,88.8,83,85.75,85.75,86.05,86268,7469770.25,28-SEP-2012,2356,INE426D01013,
GODFRYPHLP,EQ,3490,3520,3461.85,3490.25,3505,3490.4,1722,6024702.45,28-SEP-2012,273,INE260B01010,
GODREJCP,EQ,677.9,685,662,668.95,669,674,284521,190937340.7,28-SEP-2012,13119,INE102D01028,
GODREJIND,EQ,289,296.95,283.1,287.1,285.45,287.9,853715,249532101,28-SEP-2012,12574,INE233A01035,
GODREJPROP,EQ,594.85,607.7,591,596.85,593.3,588,37830,22728098.75,28-SEP-2012,4296,INE484J01019,
GOENKA,EQ,205.95,207.5,201.2,205.4,204,205.2,18200,3744334.2,28-SEP-2012,650,INE516K01016,
GOKEX,EQ,63.75,63.8,60.1,62.05,62.05,61.85,624,39504.95,28-SEP-2012,28,INE887G01027,
GOKUL,EQ,43.95,45,42.55,43.35,43.7,44.05,127666,5658038.4,28-SEP-2012,274,INE020J01029,
GOLDBEES,EQ,3008.5,3008.5,2989.05,2994.45,2996,2986.15,49635,148672461.95,28-SEP-2012,4129,INF732E01102,
GOLDENTOBC,EQ,35.7,35.7,34,34.35,34.25,34.4,2231,76798.25,28-SEP-2012,93,INE973A01010,
GOLDIAM,EQ,30.55,30.55,29.45,29.8,29.95,31,11465,342737.55,28-SEP-2012,104,INE025B01017,
GOLDINFRA,EQ,16.8,17.3,16.8,17.15,17.3,17,2876,48861.35,28-SEP-2012,1147,INE260D01016,
GOLDSHARE,EQ,3024.8,3095,3005,3008.85,3012,3006.6,4891,14742517.6,28-SEP-2012,811,INF789F01059,
GOLDTECH,EQ,5.9,5.9,5.8,5.8,5.85,5.8,15331,89663,28-SEP-2012,73,INE805A01014,
GPIL,EQ,122,125.1,122,122.4,123,120.85,27470,3384537.05,28-SEP-2012,677,INE177H01013,
GPPL,EQ,52,53.55,51.55,52.25,51.7,50.4,2307947,121188119.5,28-SEP-2012,2479,INE517F01014,
GRANULES,EQ,187.05,190.9,182.6,184.5,183.6,188.6,50368,9413364.5,28-SEP-2012,3256,INE101D01012,
GRAPHITE,EQ,82.5,83.5,80.2,80.95,80.9,82.35,98519,8011262.35,28-SEP-2012,502,INE371A01025,
GRASIM,EQ,3262.25,3348.5,3262.25,3314.25,3317,3252.6,83360,276165981.05,28-SEP-2012,5977,INE047A01013,
GRAVITA,EQ,171.85,172.2,165.3,170.4,170,170.7,88216,15004443.8,28-SEP-2012,1154,INE024L01027,
GREAVESCOT,EQ,75,79,74.25,78,76.95,74.6,574086,44310695.65,28-SEP-2012,4400,INE224A01026,
GREENPLY,EQ,201,201,192.6,193.35,194.5,192.5,1004,194993.8,28-SEP-2012,35,INE461C01020,
GREENPOWER,EQ,10.55,10.7,10.45,10.55,10.6,10.5,204074,2154322.65,28-SEP-2012,542,INE999K01014,
GRINDWELL,EQ,258,266.7,258,265.8,265,259.6,3935,1041128.75,28-SEP-2012,182,INE536A01023,
GRUH,EQ,201.35,210,200.95,207.2,207,200.65,126814,26179601.55,28-SEP-2012,2949,INE580B01029,
GSFC,EQ,78.8,80.6,76.95,79.9,80.05,78.4,456445,35930423.2,28-SEP-2012,6392,INE026A01025,
GSKCONS,EQ,2949.95,3025,2913.55,3001.6,3019,2913,24381,73013382.85,28-SEP-2012,3229,INE264A01014,
GSLNOVA,EQ,1.95,1.95,1.8,1.8,1.8,1.9,2393,4457.6,28-SEP-2012,11,INE787A01022,
GSPL,EQ,80.3,82.5,79.5,80.7,80.8,79.25,4203504,339064704.1,28-SEP-2012,12524,INE246F01010,
GSS,EQ,38.7,39.1,37.5,38,37.95,37.25,20341,771897.65,28-SEP-2012,166,INE871H01011,
GTL,EQ,28.7,32.65,28.6,31.4,31.6,28.45,4257069,133739734.05,28-SEP-2012,20024,INE043A01012,
GTLINFRA,EQ,8.1,9.25,8,8.85,8.8,8.15,4693233,41528949.65,28-SEP-2012,9770,INE221H01019,
GTNIND,EQ,8.55,9.35,8.55,8.95,9.35,8.6,6929,62070,28-SEP-2012,14,INE537A01013,
GTNTEX,EQ,7.45,8.1,7.45,7.6,7.6,7.85,901,6885.6,28-SEP-2012,10,INE302H01017,
GTOFFSHORE,EQ,103.5,106.9,103.05,103.55,103.55,102.25,409471,43030234.75,28-SEP-2012,4367,INE892H01017,
GUFICBIO,EQ,6.3,6.4,6.3,6.35,6.35,6.4,2000,12637.5,28-SEP-2012,8,INE742B01025,
GUJALKALI,EQ,132.15,133.5,130.5,133,133,132.3,14991,1989376.05,28-SEP-2012,382,INE186A01019,
GUJAPOLLO,EQ,139.7,141.9,137.1,137.75,138.4,139.7,7628,1056273.4,28-SEP-2012,245,INE826C01016,
GUJFLUORO,EQ,380.55,388.9,379.05,385.05,385,379.1,129662,49915372,28-SEP-2012,3522,INE538A01037,
GUJNRECOKE,EQ,18.95,19.1,18.55,18.7,18.7,18.4,710621,13309130.6,28-SEP-2012,3444,INE110D01013,
GUJNREDVR,EQ,12,12.35,12,12.1,12,12.05,13379,162320.15,28-SEP-2012,120,IN9110D01011,
GUJRATGAS,EQ,325,350.8,325,342.3,342.5,324.3,788022,269352784.8,28-SEP-2012,19024,INE374A01029,
GUJSIDHCEM,EQ,9.55,10.55,9.5,10.4,10.5,9.5,982488,10014437.75,28-SEP-2012,2295,INE542A01013,
GULFOILCOR,EQ,92,94,91.75,92.15,92,91.55,89098,8281024.8,28-SEP-2012,1030,INE077F01027,
GVKPIL,EQ,14.75,15,14.5,14.6,14.7,14.7,16693880,246571914.35,28-SEP-2012,16414,INE251H01024,
HALONIX,EQ,50,51,49.3,50.65,50.75,50.1,2669,135185.5,28-SEP-2012,59,INE455B01016,
HANUNG,EQ,122.45,124.4,121.5,122.1,122.1,121.7,98626,12116112.8,28-SEP-2012,2118,INE648H01013,
HARITASEAT,EQ,118.8,118.8,101.1,107,107,102.95,1564,168939.3,28-SEP-2012,27,INE939D01015,
HARRMALAYA,EQ,65.6,67.4,65,66.05,65.7,65.05,75388,5013006.05,28-SEP-2012,813,INE544A01019,
HATHWAY,EQ,223,231.85,219,226.5,227.5,221.85,522752,119013566.15,28-SEP-2012,10241,INE982F01028,
HAVELLS,EQ,621.3,634.4,621.05,624.5,625.4,617.35,254862,160189786.95,28-SEP-2012,7456,INE176B01026,
HBLPOWER,EQ,16,16.25,15.65,15.75,15.65,15.95,24511,387795.15,28-SEP-2012,102,INE292B01021,
HBSTOCK,EQ,11.2,11.7,11.1,11.2,11.2,10.7,3027,34525.9,28-SEP-2012,14,INE550B01014,
HCC,EQ,18.05,18.45,17.9,17.95,18.15,17.85,3967944,72134860.65,28-SEP-2012,9831,INE549A01026,
HCIL,EQ,30.5,31,29.6,29.7,29.65,29.9,18186,543446.65,28-SEP-2012,130,INE019C01026,
HCL-INSYS,EQ,43.9,44.25,43.15,43.35,43.3,43.25,285147,12391640.75,28-SEP-2012,1859,INE236A01020,
HCLTECH,EQ,587.45,587.45,572.55,577.45,576,583.45,817286,473969421.75,28-SEP-2012,24425,INE860A01027,
HDFC,EQ,764.9,778.9,763.05,774.4,770.8,761.25,2886552,2231856124.65,28-SEP-2012,35784,INE001A01036,
HDFCBANK,EQ,631.9,634.3,626.1,629.15,627.7,630.8,2751922,1732487579.7,28-SEP-2012,58319,INE040A01026,
HDFCMFGETF,EQ,3102,3120.05,3100.05,3109.65,3120,3096.7,2651,8248835.2,28-SEP-2012,472,INF179K01CN1,
HDIL,EQ,100,102.05,96.1,97.4,97,99.75,27931460,2761641676.45,28-SEP-2012,104683,INE191I01012,
HEG,EQ,216,217,210.7,211.9,212.5,215.4,12440,2662845.35,28-SEP-2012,514,INE545A01016,
HEIDELBERG,BE,47.6,49.3,47.6,48.9,48.9,47.6,316776,15355231.3,28-SEP-2012,1478,INE578A01017,
HELIOSMATH,EQ,36.8,37.4,35.5,36.4,36.3,36.4,122639,4489231.95,28-SEP-2012,884,INE674B01012,
HERCULES,EQ,134.85,135.7,133.5,133.95,134.2,134.15,46048,6196115.05,28-SEP-2012,1053,INE688E01024,
HERITGFOOD,EQ,289.85,340,288,302.3,303.5,289.85,454902,143168523.25,28-SEP-2012,9526,INE978A01019,
HEROMOTOCO,EQ,1890,1910.7,1871,1880.3,1872,1876.3,300496,567311663.2,28-SEP-2012,25255,INE158A01026,
HEXATRADEX,EQ,24,28.45,24,26.95,26.85,26.15,14947,412760.5,28-SEP-2012,217,INE750M01017,
HEXAWARE,EQ,121.1,123.3,120.15,121.8,122,119.85,2452018,298381638.25,28-SEP-2012,24584,INE093A01033,
HFCL,EQ,11.35,11.55,11.2,11.25,11.25,11.3,807114,9186245.8,28-SEP-2012,1327,INE548A01028,
HGS,EQ,310.1,317.5,310,316.3,317.4,310.1,2914,914167.35,28-SEP-2012,151,INE170I01016,
HIKAL,EQ,433.8,441.85,424.2,435.15,435,427.9,20974,9147726,28-SEP-2012,1152,INE475B01014,
HILTON,EQ,11.15,12,10.8,11.75,12,12,3620,41871.9,28-SEP-2012,48,INE788H01017,
HIMATSEIDE,EQ,33.05,34.35,32.7,33.9,34.15,34,225301,7580578.2,28-SEP-2012,461,INE049A01027,
